SCHOOL_CODE,COUNTY,PUBPRIV,PUBLIC_SCHOOL_DISTRICT,CITY,SCHOOL_NAME,ENROLLMENT,uptodate,uptodate_percent,conditional,conditional_percent,PME,PME_percent,PBE,PBE_percent,others,others_pct,overdue,overdue_percent,DTP,DTP_percent,Polio,Polio_percent,MMR,MMR_percent,HEPB,HEPB_percent,VARI,VARI_percent,REPORTED
6107882,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,L. R. GREEN ELEMENTARY,160,153,96,1,1,1,1,0,0,3,2,2,1,155,97,155,97,--*,?99%,--*,?99%,--*,?99%,Y
6038236,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,LINCOLN ELEMENTARY,86,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6066997,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,MILLER ELEMENTARY,79,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6102750,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,NORTH BROADWAY ELEMENTARY,103,100,97,3,3,0,0,0,0,0,0,0,0,100,97,101,98,--*,?99%,--*,?99%,--*,?99%,Y
6038244,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,OAK HILL ELEMENTARY,132,126,95,4,3,0,0,0,0,0,0,2,2,128,97,130,98,--*,?99%,130,98,--*,?99%,Y
6038947,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,ORANGE GLEN ELEMENTARY,113,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6110381,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,PIONEER ELEMENTARY,146,141,97,2,1,0,0,0,0,0,0,3,2,142,97,143,98,--*,?99%,--*,?99%,--*,?99%,Y
0107862,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,REIDY CREEK ELEMENTARY,134,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6111769,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,ROCK SPRINGS ELEMENTARY,116,112,97,2,2,1,1,0,0,1,1,0,0,112,97,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6038251,SAN DIEGO,PUBLIC,ESCONDIDO UNION,ESCONDIDO,ROSE ELEMENTARY,105,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6038285,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,FALLBROOK,FALLBROOK STREET ELEMENTARY,102,100,98,2,2,0,0,0,0,0,0,0,0,100,98,100,98,100,98,--*,?99%,--*,?99%,Y
6038269,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,FALLBROOK,LA PALOMA ELEMENTARY,98,95,97,3,3,0,0,0,0,0,0,0,0,95,97,95,97,95,97,--*,?98%,--*,?98%,Y
6109524,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,FALLBROOK,LIVE OAK ELEMENTARY,89,84,94,2,2,1,1,0,0,0,0,2,2,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0131920,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,FALLBROOK,MAIE ELLIS ELEMENTARY,102,100,98,1,1,1,1,0,0,0,0,0,0,100,98,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6116420,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,FALLBROOK,WILLIAM H. FRAZIER ELEMENTARY,95,89,94,4,4,2,2,0,0,0,0,0,0,91,96,91,96,--*,?98%,91,96,--*,?98%,Y
6038301,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,OCEANSIDE,MARY FAY PENDLETON ELEMENTARY,146,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6096515,SAN DIEGO,PUBLIC,FALLBROOK UNION ELEMENTARY,SAN CLEMENTE,SAN ONOFRE ELEMENTARY,106,98,92,1,1,0,0,0,0,0,0,7,7,103,97,103,97,101,95,104,98,--*,?99%,Y
6117303,SAN DIEGO,PUBLIC,JAMUL-DULZURA UNION ELEMENTARY,JAMUL,GREATER SAN DIEGO ACADEMY,24,11,46,0,0,0,0,0,0,13,54,0,0,13,54,16,67,12,50,18,75,17,71,Y
6038319,SAN DIEGO,PUBLIC,JAMUL-DULZURA UNION ELEMENTARY,JAMUL,JAMUL PRIMARY,64,59,92,4,6,1,2,0,0,0,0,0,0,62,97,--*,?98%,62,97,62,97,--*,?98%,Y
0128421,SAN DIEGO,PUBLIC,JULIAN UNION ELEMENTARY,JULIAN,HARBOR SPRINGS CHARTER,79,70,89,2,3,3,4,0,0,4,5,0,0,73,92,71,90,70,89,72,91,73,92,Y
3731239,SAN DIEGO,PUBLIC,JULIAN UNION ELEMENTARY,JULIAN,JULIAN CHARTER,208,123,59,0,0,0,0,0,0,85,41,0,0,137,66,135,65,134,64,151,73,157,75,Y
6038327,SAN DIEGO,PUBLIC,JULIAN UNION ELEMENTARY,JULIAN,JULIAN ELEMENTARY,33,21,64,12,36,0,0,0,0,0,0,0,0,26,79,21,64,23,70,30,91,21,64,Y
6038442,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,EL CAJON,FLETCHER HILLS ELEMENTARY,107,105,98,0,0,2,2,0,0,0,0,0,0,105,98,--*,?99%,105,98,--*,?99%,105,98,Y
6038475,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,LA MESA DALE ELEMENTARY,110,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6038517,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,LEMON AVENUE ELEMENTARY,108,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6038525,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,MARYLAND AVENUE ELEMENTARY,117,86,74,30,26,1,1,0,0,0,0,0,0,98,84,98,84,107,91,107,91,115,98,Y
6070833,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,MURDOCK ELEMENTARY,86,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038533,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,MURRAY MANOR ELEMENTARY,105,102,97,3,3,0,0,0,0,0,0,0,0,--*,?99%,--*,?99%,--*,?99%,103,98,--*,?99%,Y
6038541,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,NORTHMONT ELEMENTARY,83,77,93,6,7,0,0,0,0,0,0,0,0,77,93,78,94,--*,?98%,--*,?98%,--*,?98%,Y
6038574,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,ROLANDO ELEMENTARY,73,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0136408,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SAN DIEGO,NATIONAL UNIVERSITY ACADEMY SPARROW,53,41,77,4,8,0,0,0,0,0,0,8,15,--*,?98%,--*,?98%,48,91,--*,?98%,49,92,Y
6038400,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,AVONDALE ELEMENTARY,55,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038418,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,BANCROFT ELEMENTARY,59,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038434,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,CASA DE ORO ELEMENTARY,88,85,97,0,0,0,0,0,0,0,0,3,3,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038459,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,HIGHLANDS ELEMENTARY,117,114,97,3,3,0,0,0,0,0,0,0,0,114,97,114,97,--*,?99%,115,98,--*,?99%,Y
6038467,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,KEMPTON STREET LITERACY ACADEMY,134,127,95,7,5,0,0,0,0,0,0,0,0,129,96,--*,?99%,131,98,--*,?99%,--*,?99%,Y
6038509,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,LA PRESA ELEMENTARY,74,72,97,1,1,0,0,0,0,1,1,0,0,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6098446,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,LOMA ELEMENTARY,48,45,94,2,4,1,2,0,0,0,0,0,0,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6038566,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,RANCHO ELEMENTARY,63,56,89,6,10,0,0,0,0,1,2,0,0,59,94,60,95,57,90,--*,?98%,--*,?98%,Y
6111207,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,SWEETWATER SPRINGS ELEMENTARY,85,82,96,2,2,0,0,0,0,1,1,0,0,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0129288,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,EUCALYPTUS HILLS ELEMENTARY,113,110,97,3,3,0,0,0,0,0,0,0,0,110,97,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6038343,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,LAKESIDE FARMS ELEMENTARY,129,126,98,3,2,0,0,0,0,0,0,0,0,126,98,127,98,127,98,126,98,127,98,Y
6038368,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,LAKEVIEW ELEMENTARY,132,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6110092,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,LEMON CREST ELEMENTARY,99,96,97,2,2,0,0,0,0,1,1,0,0,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038376,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,LINDO PARK ELEMENTARY,89,86,97,2,2,0,0,0,0,1,1,0,0,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038392,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,WINTER GARDENS ELEMENTARY,186,176,95,4,2,6,3,0,0,0,0,0,0,182,98,181,97,--*,?99%,182,98,--*,?99%,Y
0118323,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,VISTA,NATIONAL UNIVERSITY ACADEMY,83,63,76,3,4,3,4,0,0,14,17,0,0,--*,?98%,80,96,78,94,78,94,78,94,Y
6038673,SAN DIEGO,PUBLIC,LEMON GROVE,LA MESA,VISTA LA MESA ACADEMY,99,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038608,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,LEMON GROVE ACADEMY FOR THE SCIENCES AND HUMANITIES,78,75,96,3,4,0,0,0,0,0,0,0,0,75,96,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038624,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,MONTEREY HEIGHTS ELEMENTARY,58,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038632,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,MT. VERNON ELEMENTARY,80,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038657,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,SAN ALTOS ELEMENTARY,69,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038665,SAN DIEGO,PUBLIC,LEMON GROVE,LEMON GROVE,SAN MIGUEL ELEMENTARY,85,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6085054,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,BOULEVARD,CLOVER FLAT ELEMENTARY,24,21,88,0,0,1,4,0,0,0,0,2,8,22,92,22,92,22,92,--*,?95%,--*,?95%,Y
6038681,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,CAMPO,CAMPO ELEMENTARY,70,63,90,3,4,0,0,0,0,0,0,4,6,65,93,65,93,65,93,68,97,68,97,Y
6038699,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,DESCANSO,DESCANSO ELEMENTARY,44,38,86,2,5,0,0,0,0,0,0,4,9,41,93,40,91,40,91,--*,?95%,--*,?95%,Y
6097190,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,POTRERO,POTRERO ELEMENTARY,30,26,87,1,3,0,0,0,0,0,0,3,10,28,93,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
0127084,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,THOUSAND OAKS,COMPASS CHARTER SCHOOLS OF SAN DIEGO,39,10,26,0,0,0,0,0,0,29,74,0,0,12,31,13,33,13,33,15,38,15,38,Y
6038731,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,CENTRAL ELEMENTARY,86,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038749,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,EL TOYON ELEMENTARY,83,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0101360,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,INTEGRITY CHARTER,40,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6038764,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,IRA HARBISON,84,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038756,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,JOHN A. OTIS ELEMENTARY,89,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038772,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,KIMBALL,71,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038780,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,LAS PALMAS,96,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038798,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,LINCOLN ACRES,71,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038806,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,OLIVEWOOD,105,103,98,0,0,0,0,0,0,0,0,2,2,103,98,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6038814,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,PALMER WAY,80,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6108559,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,RANCHO DE LA NACION,63,55,87,0,0,0,0,0,0,0,0,8,13,55,87,59,94,61,97,59,94,--*,?98%,Y
6108211,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,CHRISTA MCAULIFFE ELEMENTARY,96,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0136267,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,COASTAL ACADEMY CHARTER,184,134,73,24,13,15,8,0,0,11,6,0,0,147,80,144,78,143,78,143,78,149,81,Y
6088991,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,DEL RIO ELEMENTARY,72,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6069108,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,E. G. GARRISON ELEMENTARY,67,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6109995,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,IVEY RANCH ELEMENTARY,100,95,95,1,1,4,4,0,0,0,0,0,0,96,96,96,96,96,96,97,97,97,97,Y
6038848,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,LAUREL ELEMENTARY,90,86,96,1,1,0,0,0,0,3,3,0,0,--*,?98%,--*,?98%,86,96,--*,?98%,--*,?98%,Y
6038855,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,LIBBY ELEMENTARY,110,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
0113514,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,LOUISE FOUSSAT ELEMENTARY,99,95,96,2,2,0,0,0,0,2,2,0,0,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038871,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,MISSION ELEMENTARY,102,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6119713,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,NICHOLS ELEMENTARY,116,109,94,3,3,0,0,0,0,4,3,0,0,110,95,113,97,111,96,--*,?99%,113,97,Y
6038889,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,NORTH TERRACE ELEMENTARY,121,119,98,2,2,0,0,0,0,0,0,0,0,119,98,--*,?99%,119,98,--*,?99%,--*,?99%,Y
6038897,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,PALMQUIST ELEMENTARY,121,118,98,0,0,2,2,0,0,1,1,0,0,119,98,119,98,118,98,119,98,119,98,Y
6106546,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,REYNOLDS ELEMENTARY,123,119,97,3,2,1,1,0,0,0,0,0,0,121,98,121,98,--*,?99%,121,98,--*,?99%,Y
6038905,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,SAN LUIS REY ELEMENTARY,62,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038913,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,SANTA MARGARITA ELEMENTARY,91,85,93,1,1,0,0,0,0,3,3,2,2,86,95,86,95,86,95,--*,?98%,--*,?98%,Y
6038921,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,SOUTH OCEANSIDE ELEMENTARY,109,100,92,5,5,3,3,0,0,1,1,0,0,101,93,102,94,102,94,101,93,105,96,Y
6115299,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,STUART MESA ELEMENTARY,112,110,98,1,1,0,0,0,0,1,1,0,0,--*,?99%,--*,?99%,--*,?99%,110,98,--*,?99%,Y
6097216,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,CHAPARRAL ELEMENTARY,132,129,98,3,2,0,0,0,0,0,0,0,0,129,98,129,98,130,98,130,98,130,98,Y
6038970,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,GARDEN ROAD ELEMENTARY,98,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6038996,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,MIDLAND ELEMENTARY,129,125,97,3,2,1,1,0,0,0,0,0,0,--*,?99%,127,98,--*,?99%,127,98,--*,?99%,Y
6085088,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,PAINTED ROCK ELEMENTARY,120,117,98,0,0,3,3,0,0,0,0,0,0,117,98,117,98,117,98,117,98,117,98,Y
6039002,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,POMERADO ELEMENTARY,81,78,96,3,4,0,0,0,0,0,0,0,0,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6095053,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,TIERRA BONITA ELEMENTARY,82,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6039010,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,VALLEY ELEMENTARY,170,162,95,2,1,0,0,0,0,0,0,6,4,165,97,166,98,--*,?99%,165,97,--*,?99%,Y
6110878,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,ADOBE BLUFFS ELEMENTARY,69,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6106520,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,CANYON VIEW ELEMENTARY,99,96,97,2,2,1,1,0,0,0,0,0,0,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6117469,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,CREEKSIDE ELEMENTARY,115,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6109300,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,DEER CANYON ELEMENTARY,62,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0116475,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,DEL SUR ELEMENTARY,202,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
0129056,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,DESIGN 39 CAMPUS,121,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6110886,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,HIGHLAND RANCH ELEMENTARY,145,141,97,2,1,1,1,0,0,1,1,0,0,141,97,--*,?99%,142,98,--*,?99%,--*,?99%,Y
6070841,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,LOS PENASQUITOS ELEMENTARY,99,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0111187,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,MONTEREY RIDGE ELEMENTARY,166,163,98,1,1,1,1,0,0,1,1,0,0,163,98,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6109318,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,MORNING CREEK ELEMENTARY,160,156,98,1,1,3,2,0,0,0,0,0,0,157,98,157,98,157,98,156,98,157,98,Y
6111314,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,PARK VILLAGE ELEMENTARY,84,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6097208,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,ROLLING HILLS ELEMENTARY,102,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6114854,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,SHOAL CREEK ELEMENTARY,114,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
0102822,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,STONE RANCH ELEMENTARY,168,164,98,2,1,2,1,0,0,0,0,0,0,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6099444,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,SUNDANCE ELEMENTARY,56,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
